Navn,Stasjon,Tid(norsk normaltid),Lufttemperatur
Lade,SN68050,02-02-2024 15:00:00,3.3
Lade,SN68050,02-02-2024 16:00:00,4.3
Lade,SN68050,02-02-2024 17:00:00,5.2
Lade,SN68050,02-02-2024 18:00:00,5.7
Lade,SN68050,02-02-2024 19:00:00,6
Lade,SN68050,02-02-2024 20:00:00,6.4
Lade,SN68050,02-02-2024 21:00:00,6.8
Lade,SN68050,02-02-2024 22:00:00,8.2
Lade,SN68050,02-02-2024 23:00:00,7.8
Lade,SN68050,03-02-2024 00:00:00,7.7
Lade,SN68050,03-02-2024 01:00:00,7.1
Lade,SN68050,03-02-2024 02:00:00,6.6
Lade,SN68050,03-02-2024 03:00:00,4.7
Lade,SN68050,03-02-2024 04:00:00,3.6
Lade,SN68050,03-02-2024 05:00:00,4.5
Lade,SN68050,03-02-2024 06:00:00,4.3
Lade,SN68050,03-02-2024 07:00:00,2.1
Lade,SN68050,03-02-2024 08:00:00,2.2
Lade,SN68050,03-02-2024 09:00:00,0.7
Lade,SN68050,03-02-2024 10:00:00,1.3
Lade,SN68050,03-02-2024 11:00:00,1.7
Lade,SN68050,03-02-2024 12:00:00,1.2
Lade,SN68050,03-02-2024 13:00:00,1.7
Lade,SN68050,03-02-2024 14:00:00,1.9
Lade,SN68050,03-02-2024 15:00:00,3.1
Lade,SN68050,03-02-2024 16:00:00,3.3
Lade,SN68050,03-02-2024 17:00:00,2.3
Lade,SN68050,03-02-2024 18:00:00,3.2
Lade,SN68050,03-02-2024 19:00:00,1.2
Lade,SN68050,03-02-2024 20:00:00,1.4
Lade,SN68050,03-02-2024 21:00:00,2.4
Lade,SN68050,03-02-2024 22:00:00,2
Lade,SN68050,03-02-2024 23:00:00,2.1
Lade,SN68050,04-02-2024 00:00:00,2.1
Lade,SN68050,04-02-2024 01:00:00,0.5
Lade,SN68050,04-02-2024 02:00:00,0.4
Lade,SN68050,04-02-2024 03:00:00,0.4
Lade,SN68050,04-02-2024 04:00:00,0.3
Lade,SN68050,04-02-2024 05:00:00,0.5
Lade,SN68050,04-02-2024 06:00:00,0.5
Lade,SN68050,04-02-2024 07:00:00,0.3
Lade,SN68050,04-02-2024 08:00:00,0.2
Lade,SN68050,04-02-2024 09:00:00,-0.4
Lade,SN68050,04-02-2024 10:00:00,0
Lade,SN68050,04-02-2024 11:00:00,0.3
Lade,SN68050,04-02-2024 12:00:00,-0.4
Lade,SN68050,04-02-2024 13:00:00,0.1
Lade,SN68050,04-02-2024 14:00:00,-0.4
Lade,SN68050,04-02-2024 15:00:00,0
Lade,SN68050,04-02-2024 16:00:00,-0.8
Lade,SN68050,04-02-2024 17:00:00,-0.8
Lade,SN68050,04-02-2024 18:00:00,-1.2
Lade,SN68050,04-02-2024 19:00:00,-1.8
Lade,SN68050,04-02-2024 20:00:00,-1.3
Lade,SN68050,04-02-2024 21:00:00,-1.4
Lade,SN68050,04-02-2024 22:00:00,-1.3
Lade,SN68050,04-02-2024 23:00:00,-2.3
Lade,SN68050,05-02-2024 00:00:00,-2.9
Lade,SN68050,05-02-2024 01:00:00,-4
Lade,SN68050,05-02-2024 02:00:00,-3.1
Lade,SN68050,05-02-2024 03:00:00,-3
Lade,SN68050,05-02-2024 04:00:00,-2.1
Lade,SN68050,05-02-2024 05:00:00,-2.5
Lade,SN68050,05-02-2024 06:00:00,-2.6
Lade,SN68050,05-02-2024 07:00:00,-2.6
Lade,SN68050,05-02-2024 08:00:00,-2.1
Lade,SN68050,05-02-2024 09:00:00,-1.7
Lade,SN68050,05-02-2024 10:00:00,-1.6
Lade,SN68050,05-02-2024 11:00:00,-1.2
Lade,SN68050,05-02-2024 12:00:00,-0.5
Lade,SN68050,05-02-2024 13:00:00,0.5
Lade,SN68050,05-02-2024 14:00:00,0.6
Lade,SN68050,05-02-2024 15:00:00,-1
Lade,SN68050,05-02-2024 16:00:00,-0.5
Lade,SN68050,05-02-2024 17:00:00,-1.6
Lade,SN68050,05-02-2024 18:00:00,-1.8
Lade,SN68050,05-02-2024 19:00:00,-2.5
Lade,SN68050,05-02-2024 20:00:00,-2.6
Lade,SN68050,05-02-2024 21:00:00,-2.6
Lade,SN68050,05-02-2024 22:00:00,-3
Lade,SN68050,05-02-2024 23:00:00,-3.4
Lade,SN68050,06-02-2024 00:00:00,-3.2
Lade,SN68050,06-02-2024 01:00:00,-4.3
Lade,SN68050,06-02-2024 02:00:00,-4.8
Lade,SN68050,06-02-2024 03:00:00,-5.4
Lade,SN68050,06-02-2024 04:00:00,-5
Lade,SN68050,06-02-2024 05:00:00,-5.6
Lade,SN68050,06-02-2024 06:00:00,-6.4
Lade,SN68050,06-02-2024 07:00:00,-5.8
Lade,SN68050,06-02-2024 08:00:00,-8.6
Lade,SN68050,06-02-2024 09:00:00,-9
Lade,SN68050,06-02-2024 10:00:00,-6.7
Lade,SN68050,06-02-2024 11:00:00,-4.1
Lade,SN68050,06-02-2024 12:00:00,-3.6
Lade,SN68050,06-02-2024 13:00:00,-2.1
Lade,SN68050,06-02-2024 14:00:00,-3.1
Lade,SN68050,06-02-2024 15:00:00,-3.2
Lade,SN68050,06-02-2024 16:00:00,-3.2
Lade,SN68050,06-02-2024 17:00:00,-3.5
Lade,SN68050,06-02-2024 18:00:00,-4
Lade,SN68050,06-02-2024 19:00:00,-4.5
Lade,SN68050,06-02-2024 20:00:00,-4.7
Lade,SN68050,06-02-2024 21:00:00,-4.8
Lade,SN68050,06-02-2024 22:00:00,-5.4
Lade,SN68050,06-02-2024 23:00:00,-5.2
Lade,SN68050,07-02-2024 00:00:00,-5.5
Lade,SN68050,07-02-2024 01:00:00,-5.2
Lade,SN68050,07-02-2024 02:00:00,-7
Lade,SN68050,07-02-2024 03:00:00,-7.8
Lade,SN68050,07-02-2024 04:00:00,-11.2
Lade,SN68050,07-02-2024 05:00:00,-11.3
Lade,SN68050,07-02-2024 06:00:00,-10.4
Lade,SN68050,07-02-2024 07:00:00,-9.8
Lade,SN68050,07-02-2024 08:00:00,-9.8
Lade,SN68050,07-02-2024 09:00:00,-10.4
Lade,SN68050,07-02-2024 10:00:00,-9.2
Lade,SN68050,07-02-2024 11:00:00,-8.7
Lade,SN68050,07-02-2024 12:00:00,-7.9
Lade,SN68050,07-02-2024 13:00:00,-6.9
Lade,SN68050,07-02-2024 14:00:00,-7
Lade,SN68050,07-02-2024 15:00:00,-7.3
Lade,SN68050,07-02-2024 16:00:00,-7.9
Lade,SN68050,07-02-2024 17:00:00,-9.3
Lade,SN68050,07-02-2024 18:00:00,-8.9
Lade,SN68050,07-02-2024 19:00:00,-8.4
Lade,SN68050,07-02-2024 20:00:00,-8.9
Lade,SN68050,07-02-2024 21:00:00,-8.8
Lade,SN68050,07-02-2024 22:00:00,-9.3
Lade,SN68050,07-02-2024 23:00:00,-9.3
Lade,SN68050,08-02-2024 00:00:00,-9.9
Lade,SN68050,08-02-2024 01:00:00,-8.7
Lade,SN68050,08-02-2024 02:00:00,-9.1
Lade,SN68050,08-02-2024 03:00:00,-9
Lade,SN68050,08-02-2024 04:00:00,-8.7
Lade,SN68050,08-02-2024 05:00:00,-7.8
Lade,SN68050,08-02-2024 06:00:00,-7.8
Lade,SN68050,08-02-2024 07:00:00,-7.9
Lade,SN68050,08-02-2024 08:00:00,-8.3
Lade,SN68050,08-02-2024 09:00:00,-7.9
Lade,SN68050,08-02-2024 10:00:00,-7
Lade,SN68050,08-02-2024 11:00:00,-6.9
Lade,SN68050,08-02-2024 12:00:00,-6
Lade,SN68050,08-02-2024 13:00:00,-4.6
Lade,SN68050,08-02-2024 14:00:00,-5.2
Lade,SN68050,08-02-2024 15:00:00,-4.7
Lade,SN68050,08-02-2024 16:00:00,-5.2
Lade,SN68050,08-02-2024 17:00:00,-4.9
Lade,SN68050,08-02-2024 18:00:00,-5.2
Lade,SN68050,08-02-2024 19:00:00,-4.6
Lade,SN68050,08-02-2024 20:00:00,-4.9
Lade,SN68050,08-02-2024 21:00:00,-5.8
Lade,SN68050,08-02-2024 22:00:00,-5.4
Lade,SN68050,08-02-2024 23:00:00,-5.4
Lade,SN68050,09-02-2024 00:00:00,-5.5
Lade,SN68050,09-02-2024 01:00:00,-5.7
Lade,SN68050,09-02-2024 02:00:00,-4.8
Lade,SN68050,09-02-2024 03:00:00,-5.1
Lade,SN68050,09-02-2024 04:00:00,-5.9
Lade,SN68050,09-02-2024 05:00:00,-5.6
Lade,SN68050,09-02-2024 06:00:00,-6.2
Lade,SN68050,09-02-2024 07:00:00,-6.4
Lade,SN68050,09-02-2024 08:00:00,-6
Lade,SN68050,09-02-2024 09:00:00,-6.3
Lade,SN68050,09-02-2024 10:00:00,-6
Lade,SN68050,09-02-2024 11:00:00,-6.4
Lade,SN68050,09-02-2024 12:00:00,-5.8
Lade,SN68050,09-02-2024 13:00:00,-3.6
Lade,SN68050,09-02-2024 14:00:00,-5.3
Lade,SN68050,09-02-2024 15:00:00,-5
Lade,SN68050,09-02-2024 16:00:00,-5.4
Lade,SN68050,09-02-2024 17:00:00,-6
Lade,SN68050,09-02-2024 18:00:00,-6.6
Lade,SN68050,09-02-2024 19:00:00,-7.6
Lade,SN68050,09-02-2024 20:00:00,-8
Lade,SN68050,09-02-2024 21:00:00,-7.6
Lade,SN68050,09-02-2024 22:00:00,-10.1
Lade,SN68050,09-02-2024 23:00:00,-8.5
Lade,SN68050,10-02-2024 00:00:00,-8.4
Lade,SN68050,10-02-2024 01:00:00,-8.6
Lade,SN68050,10-02-2024 02:00:00,-8.9
Lade,SN68050,10-02-2024 03:00:00,-8.7
Lade,SN68050,10-02-2024 04:00:00,-8.5
Lade,SN68050,10-02-2024 05:00:00,-8.3
Lade,SN68050,10-02-2024 06:00:00,-7.7
Lade,SN68050,10-02-2024 07:00:00,-7.7
Lade,SN68050,10-02-2024 08:00:00,-7.3
Lade,SN68050,10-02-2024 09:00:00,-7.2
Lade,SN68050,10-02-2024 10:00:00,-6.7
Lade,SN68050,10-02-2024 11:00:00,-6.2
Lade,SN68050,10-02-2024 12:00:00,-6.1
Lade,SN68050,10-02-2024 13:00:00,-6
Lade,SN68050,10-02-2024 14:00:00,-6.5
Lade,SN68050,10-02-2024 15:00:00,-6.9
Lade,SN68050,10-02-2024 16:00:00,-7.6
Lade,SN68050,10-02-2024 17:00:00,-8.1
Lade,SN68050,10-02-2024 18:00:00,-8.1
Lade,SN68050,10-02-2024 19:00:00,-8.1
Lade,SN68050,10-02-2024 20:00:00,-8.2
Lade,SN68050,10-02-2024 21:00:00,-8.1
Lade,SN68050,10-02-2024 22:00:00,-8.1
Lade,SN68050,10-02-2024 23:00:00,-7.9
Lade,SN68050,11-02-2024 00:00:00,-7.6
Lade,SN68050,11-02-2024 01:00:00,-7.8
Lade,SN68050,11-02-2024 02:00:00,-6.5
Lade,SN68050,11-02-2024 03:00:00,-6.7
Lade,SN68050,11-02-2024 04:00:00,-6.9
Lade,SN68050,11-02-2024 05:00:00,-6.3
Lade,SN68050,11-02-2024 06:00:00,-5.4
Lade,SN68050,11-02-2024 07:00:00,-7.3
Lade,SN68050,11-02-2024 08:00:00,-5.3
Lade,SN68050,11-02-2024 09:00:00,-5.2
Lade,SN68050,11-02-2024 10:00:00,-3.8
Lade,SN68050,11-02-2024 11:00:00,-3.3
Lade,SN68050,11-02-2024 12:00:00,-2.5
Lade,SN68050,11-02-2024 13:00:00,-1.3
Lade,SN68050,11-02-2024 14:00:00,-1.5
Lade,SN68050,11-02-2024 15:00:00,-1.7
Lade,SN68050,11-02-2024 16:00:00,-2
Lade,SN68050,11-02-2024 17:00:00,-2.3
Lade,SN68050,11-02-2024 18:00:00,-2.4
Lade,SN68050,11-02-2024 19:00:00,-2.6
Lade,SN68050,11-02-2024 20:00:00,-2.7
Lade,SN68050,11-02-2024 21:00:00,-2.3
Lade,SN68050,11-02-2024 22:00:00,-1.9
Lade,SN68050,11-02-2024 23:00:00,-2
Lade,SN68050,12-02-2024 00:00:00,-1.4
Lade,SN68050,12-02-2024 01:00:00,-1.3
Lade,SN68050,12-02-2024 02:00:00,-1.6
Lade,SN68050,12-02-2024 03:00:00,-1.9
Lade,SN68050,12-02-2024 04:00:00,-1
Lade,SN68050,12-02-2024 05:00:00,-1
Lade,SN68050,12-02-2024 06:00:00,-1.3
Lade,SN68050,12-02-2024 07:00:00,-2.2
Lade,SN68050,12-02-2024 08:00:00,-1.7
Lade,SN68050,12-02-2024 09:00:00,-1.8
Lade,SN68050,12-02-2024 10:00:00,-1.6
Lade,SN68050,12-02-2024 11:00:00,-1.8
Lade,SN68050,12-02-2024 12:00:00,-1.7
Lade,SN68050,12-02-2024 13:00:00,-1.5
Lade,SN68050,12-02-2024 14:00:00,-0.7
Lade,SN68050,12-02-2024 15:00:00,-1
Lade,SN68050,12-02-2024 16:00:00,-1
Lade,SN68050,12-02-2024 17:00:00,-0.4
Lade,SN68050,12-02-2024 18:00:00,-0.6
Lade,SN68050,12-02-2024 19:00:00,-0.9
Lade,SN68050,12-02-2024 20:00:00,-1.1
Lade,SN68050,12-02-2024 21:00:00,-0.7
Lade,SN68050,12-02-2024 22:00:00,-0.6
Lade,SN68050,12-02-2024 23:00:00,-0.2
Lade,SN68050,13-02-2024 00:00:00,-0.8
Lade,SN68050,13-02-2024 01:00:00,-1.3
Lade,SN68050,13-02-2024 02:00:00,-2.1
Lade,SN68050,13-02-2024 03:00:00,-2.5
Lade,SN68050,13-02-2024 04:00:00,-2.7
Lade,SN68050,13-02-2024 05:00:00,-2.3
Lade,SN68050,13-02-2024 06:00:00,-2.4
Lade,SN68050,13-02-2024 07:00:00,-2.5
Lade,SN68050,13-02-2024 08:00:00,-2.4
Lade,SN68050,13-02-2024 09:00:00,-2.9
Lade,SN68050,13-02-2024 10:00:00,-3.1
Lade,SN68050,13-02-2024 11:00:00,-3.4
Lade,SN68050,13-02-2024 12:00:00,-2.6
Lade,SN68050,13-02-2024 13:00:00,-2
Lade,SN68050,13-02-2024 14:00:00,-1.4
Lade,SN68050,13-02-2024 15:00:00,-1.6
Lade,SN68050,13-02-2024 16:00:00,-1.6
Lade,SN68050,13-02-2024 17:00:00,-2.1
Lade,SN68050,13-02-2024 18:00:00,-2.3
Lade,SN68050,13-02-2024 19:00:00,-2.4
Lade,SN68050,13-02-2024 20:00:00,-2.6
Lade,SN68050,13-02-2024 21:00:00,-2.7
Lade,SN68050,13-02-2024 22:00:00,-2.9
Lade,SN68050,13-02-2024 23:00:00,-3.7
Lade,SN68050,14-02-2024 00:00:00,-3.6
Lade,SN68050,14-02-2024 01:00:00,-4.3
Lade,SN68050,14-02-2024 02:00:00,-4.9
Lade,SN68050,14-02-2024 03:00:00,-5.8
Lade,SN68050,14-02-2024 04:00:00,-5.6
Lade,SN68050,14-02-2024 05:00:00,-3.5
Lade,SN68050,14-02-2024 06:00:00,-6.8
Lade,SN68050,14-02-2024 07:00:00,-3.5
Lade,SN68050,14-02-2024 08:00:00,-3.6
Lade,SN68050,14-02-2024 09:00:00,-4.5
Lade,SN68050,14-02-2024 10:00:00,-3.1
Lade,SN68050,14-02-2024 11:00:00,-3.3
Lade,SN68050,14-02-2024 12:00:00,0.1
Lade,SN68050,14-02-2024 13:00:00,0
Lade,SN68050,14-02-2024 14:00:00,0.2
Lade,SN68050,14-02-2024 15:00:00,0.7
Lade,SN68050,14-02-2024 16:00:00,-0.2
Lade,SN68050,14-02-2024 17:00:00,-0.8
Lade,SN68050,14-02-2024 18:00:00,-0.8
Lade,SN68050,14-02-2024 19:00:00,-0.7
Lade,SN68050,14-02-2024 20:00:00,-1.4
Lade,SN68050,14-02-2024 21:00:00,-1.4
Lade,SN68050,14-02-2024 22:00:00,-0.7
Lade,SN68050,14-02-2024 23:00:00,-0.9
Lade,SN68050,15-02-2024 00:00:00,-3.3
Lade,SN68050,15-02-2024 01:00:00,-1
Lade,SN68050,15-02-2024 02:00:00,-1.8
Lade,SN68050,15-02-2024 03:00:00,-0.8
Lade,SN68050,15-02-2024 04:00:00,0.2
Lade,SN68050,15-02-2024 05:00:00,0.2
Lade,SN68050,15-02-2024 06:00:00,0.7
Lade,SN68050,15-02-2024 07:00:00,-0.4
Lade,SN68050,15-02-2024 08:00:00,0.8
Lade,SN68050,15-02-2024 09:00:00,0.8
Lade,SN68050,15-02-2024 10:00:00,0.7
Lade,SN68050,15-02-2024 11:00:00,1.7
Lade,SN68050,15-02-2024 12:00:00,2.2
Lade,SN68050,15-02-2024 13:00:00,4.8
Lade,SN68050,15-02-2024 14:00:00,2.3
Lade,SN68050,15-02-2024 15:00:00,2.1
Lade,SN68050,15-02-2024 16:00:00,1.9
Lade,SN68050,15-02-2024 17:00:00,1.1
Lade,SN68050,15-02-2024 18:00:00,0.7
Lade,SN68050,15-02-2024 19:00:00,-3.4
Lade,SN68050,15-02-2024 20:00:00,-0.7
Lade,SN68050,15-02-2024 21:00:00,-0.3
Lade,SN68050,15-02-2024 22:00:00,-0.8
Lade,SN68050,15-02-2024 23:00:00,-0.6
Lade,SN68050,16-02-2024 00:00:00,0.2
Lade,SN68050,16-02-2024 01:00:00,0.2
Lade,SN68050,16-02-2024 02:00:00,1.4
Lade,SN68050,16-02-2024 03:00:00,2.2
Lade,SN68050,16-02-2024 04:00:00,2.3
Lade,SN68050,16-02-2024 05:00:00,2.7
Lade,SN68050,16-02-2024 06:00:00,2.7
Lade,SN68050,16-02-2024 07:00:00,2.3
Lade,SN68050,16-02-2024 08:00:00,1.1
Lade,SN68050,16-02-2024 09:00:00,0.9
Lade,SN68050,16-02-2024 10:00:00,1.1
Lade,SN68050,16-02-2024 11:00:00,1.5
Lade,SN68050,16-02-2024 12:00:00,1.9
Lade,SN68050,16-02-2024 13:00:00,2.2
Lade,SN68050,16-02-2024 14:00:00,2.1
Lade,SN68050,16-02-2024 15:00:00,1.9
Lade,SN68050,16-02-2024 16:00:00,2.5
Lade,SN68050,16-02-2024 17:00:00,2.7
Lade,SN68050,16-02-2024 18:00:00,2.6
Lade,SN68050,16-02-2024 19:00:00,2.4
Lade,SN68050,16-02-2024 20:00:00,2.5
Lade,SN68050,16-02-2024 21:00:00,2.7
Lade,SN68050,16-02-2024 22:00:00,2.8
Lade,SN68050,16-02-2024 23:00:00,2.7
Lade,SN68050,17-02-2024 00:00:00,2.5
Lade,SN68050,17-02-2024 01:00:00,2.7
Lade,SN68050,17-02-2024 02:00:00,2.4
Lade,SN68050,17-02-2024 03:00:00,1.9
Lade,SN68050,17-02-2024 04:00:00,1.7
Lade,SN68050,17-02-2024 05:00:00,0.8
Lade,SN68050,17-02-2024 06:00:00,1
Lade,SN68050,17-02-2024 07:00:00,1
Lade,SN68050,17-02-2024 08:00:00,0.6
Lade,SN68050,17-02-2024 09:00:00,0.5
Lade,SN68050,17-02-2024 10:00:00,0
Lade,SN68050,17-02-2024 11:00:00,1.2
Lade,SN68050,17-02-2024 12:00:00,0.3
Lade,SN68050,17-02-2024 13:00:00,0.8
Lade,SN68050,17-02-2024 14:00:00,0.3
Lade,SN68050,17-02-2024 15:00:00,0.9
Lade,SN68050,17-02-2024 16:00:00,1.2
Lade,SN68050,17-02-2024 17:00:00,0.6
Lade,SN68050,17-02-2024 18:00:00,0.8
Lade,SN68050,17-02-2024 19:00:00,1
Lade,SN68050,17-02-2024 20:00:00,-0.8
Lade,SN68050,17-02-2024 21:00:00,0.2
Lade,SN68050,17-02-2024 22:00:00,-0.8
Lade,SN68050,17-02-2024 23:00:00,-0.8
Lade,SN68050,18-02-2024 00:00:00,-0.6
Lade,SN68050,18-02-2024 01:00:00,-0.3
Lade,SN68050,18-02-2024 02:00:00,-3.3
Lade,SN68050,18-02-2024 03:00:00,-3
Lade,SN68050,18-02-2024 04:00:00,-5.7
Lade,SN68050,18-02-2024 05:00:00,-7.6
Lade,SN68050,18-02-2024 06:00:00,-7.1
Lade,SN68050,18-02-2024 07:00:00,-6.6
Lade,SN68050,18-02-2024 08:00:00,-6.4
Lade,SN68050,18-02-2024 09:00:00,-7
Lade,SN68050,18-02-2024 10:00:00,-5.7
Lade,SN68050,18-02-2024 11:00:00,-3.9
Lade,SN68050,18-02-2024 12:00:00,-1.8
Lade,SN68050,18-02-2024 13:00:00,0.2
Lade,SN68050,18-02-2024 14:00:00,-0.5
Lade,SN68050,18-02-2024 15:00:00,-0.5
Lade,SN68050,18-02-2024 16:00:00,-1.1
Lade,SN68050,18-02-2024 17:00:00,-2.5
Lade,SN68050,18-02-2024 18:00:00,-5.1
Lade,SN68050,18-02-2024 19:00:00,-6.8
Lade,SN68050,18-02-2024 20:00:00,-6.9
Lade,SN68050,18-02-2024 21:00:00,-7.8
